"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2020","Charleston",66.6492,288,65.8689,295,105.013,87,104.962,129,103.292,246,104.883,229,0.0791668,170
"2020","Charleston Southern",67.8773,238,66.9336,250,97.2625,253,95.4437,296,105.915,293,109.054,308,-13.6104,318
"2020","Charlotte",66.612,290,65.5396,307,98.1107,231,98.5013,247,95.8259,60,98.049,84,0.452243,164
"2020","Chattanooga",68.2349,227,67.0093,248,105.356,81,106.629,93,102.462,230,104.764,225,1.86502,147
"2020","Chicago St.",69.3976,150,68.9879,135,83.7703,350,86.8504,349,120.471,353,120.836,351,-33.9859,353
"2020","Cincinnati",68.8441,185,67.9867,199,102.293,142,108.762,59,94.355,40,94.744,51,14.0177,44
"2020","Clemson",66.5929,294,65.9634,290,98.6067,220,103.896,155,95.2427,53,93.4755,33,10.4201,72
"2020","Cleveland St.",68.9558,178,67.1429,241,91.8868,335,92.8885,329,104.21,267,105.714,250,-12.8253,313
"2020","Coastal Carolina",73.2952,27,72.7656,26,103.64,112,104.825,134,104.483,270,106.156,261,-1.33104,190
"2020","Colgate",68.6388,201,68.4977,168,109.914,17,107.205,86,99.5503,153,102.475,182,4.73015,118
"2020","Colorado",68.1237,231,68.1682,188,103.358,122,109.087,54,93.9433,31,93.3736,32,15.7133,35
"2020","Colorado St.",69.6801,134,69.3305,116,106.055,69,109.27,52,102.444,229,102.12,172,7.1499,99
"2020","Columbia",69.3964,151,69.0956,132,93.5136,321,95.1935,302,104.253,268,106.461,267,-11.2673,299
"2020","Connecticut",68.9536,179,68.5023,167,102.865,132,108.566,64,94.1037,34,95.5985,59,12.9677,52
"2020","Coppin St.",74.394,10,73.3838,12,90.5161,342,89.6252,346,99.1629,143,105.289,240,-15.6637,327
"2020","Cornell",65.8071,319,65.1741,314,98.7567,217,101.179,198,108.757,326,110.276,317,-9.09701,274
"2020","Creighton",69.8221,127,68.2962,178,111.053,10,118.223,3,100.585,176,97.2912,78,20.9317,12
"2020","Dartmouth",66.2876,303,65.773,298,95.2933,298,96.7157,276,96.6884,84,99.8919,121,-3.17622,205
"2020","Davidson",65.5694,325,64.7579,330,108.645,27,112.483,26,100.256,170,101.859,163,10.6244,70
"2020","Dayton",68.036,233,67.5583,220,116.36,2,119.051,2,93.7224,25,94.118,38,24.9328,4
"2020","Delaware",68.5229,209,68.2671,182,107.052,54,105.637,116,103.736,255,106.414,265,-0.777577,180
"2020","Delaware St.",76.2337,3,74.6834,5,94.7161,310,94.0641,323,109.554,329,117.179,347,-23.115,346
"2020","Denver",71.4824,60,70.9285,53,95.3122,297,95.0381,303,106.576,302,106.785,274,-11.7466,305
"2020","DePaul",71.7408,53,70.5505,63,97.3446,251,103.377,165,99.1703,144,95.4771,56,7.89978,94
"2020","Detroit",70.5484,95,69.3247,117,99.1409,209,99.8949,221,110.116,333,111.739,326,-11.8437,306
"2020","Drake",67.3408,262,67.8782,204,100.43,185,101.972,189,100.564,175,101.349,155,0.623125,163
"2020","Drexel",67.7216,244,67.3321,235,99.7107,198,99.9738,219,104.564,274,106.732,271,-6.7583,244
"2020","Duke",72.7993,31,71.9623,34,111.891,6,115.725,9,91.3914,11,91.1058,12,24.6197,5
"2020","Duquesne",67.6547,247,67.7756,211,104.719,94,106.598,94,97.0431,96,99.0147,104,7.58319,95
"2020","East Carolina",70.6744,87,70.5926,62,95.5642,292,99.6095,227,101.872,213,104.026,213,-4.41683,217
"2020","East Tennessee St.",67.4919,258,66.1035,281,109.679,19,108.248,69,95.9234,62,96.0159,65,12.232,56
"2020","Eastern Illinois",70.4466,101,69.1347,129,101.999,150,98.1503,253,98.8872,133,104.515,220,-6.36474,238
"2020","Eastern Kentucky",75.6173,6,74.4965,6,95.6937,287,95.4321,297,101.67,202,104.891,230,-9.45887,280
"2020","Eastern Michigan",67.6674,245,66.838,254,91.565,336,94.2328,318,96.8935,90,96.5707,70,-2.33785,196
"2020","Eastern Washington",73.576,24,73.0738,18,104.979,88,105.418,120,99.7337,156,101.099,142,4.31938,124
"2020","Elon",66.4805,301,66.1853,278,100.045,194,100.607,208,108.307,322,109.956,313,-9.34916,277
"2020","Evansville",67.7658,243,67.5886,217,95.0153,302,96.8703,274,106.848,309,107.431,280,-10.5609,294
"2020","Fairfield",63.5532,350,63.1876,346,90.2252,344,90.0554,344,97.6929,104,101.649,161,-11.5931,301
"2020","Fairleigh Dickinson",69.0498,174,68.8902,142,102.171,147,102.144,186,108.303,321,112.378,331,-10.2336,289
"2020","FIU",72.4923,38,72.2007,30,102.148,149,103.681,157,99.8003,159,102.1,170,1.58059,149
"2020","Florida",66.2359,304,64.8634,326,107.35,50,112.467,27,98.9776,136,95.6807,61,16.7864,32
"2020","Florida A&M",70.7598,84,68.6447,160,93.1482,325,94.4258,311,101.388,194,107.271,279,-12.8453,314
"2020","Florida Atlantic",69.6054,141,68.7826,146,98.3956,225,99.6563,225,99.0496,138,101.315,151,-1.65902,191
"2020","Florida Gulf Coast",66.2196,307,66.0629,286,90.8363,338,91.2389,340,99.7361,158,103.263,194,-12.0237,310
"2020","Florida St.",69.6206,139,69.9021,89,107.081,53,111.709,32,93.5945,24,91.491,15,20.2178,15
"2020","Fordham",65.2362,333,64.8225,328,88.6168,345,89.1301,347,93.7415,26,95.9206,64,-6.79051,245
"2020","Fresno St.",65.0013,334,64.1994,338,103.18,127,105.096,127,105.088,280,104.068,214,1.02826,157
"2020","Furman",69.2065,166,68.196,187,108.242,35,107.665,78,96.4258,79,98.0748,85,9.59043,81
"2020","Gardner Webb",66.8448,281,66.1797,279,104.578,98,102.235,181,103.858,260,106.716,270,-4.48099,218
"2020","George Mason",67.4377,261,67.0194,246,98.9697,214,101.291,197,100.164,167,101.327,153,-0.0352233,174
"2020","George Washington",66.7141,283,66.6051,264,96.0341,280,99.2163,236,103.683,254,105.756,253,-6.53994,241
"2020","Georgetown",71.5504,58,69.9856,87,104.463,100,111.004,36,103.619,251,100.182,125,10.8218,67
"2020","Georgia",71.8695,48,70.4779,64,103.518,117,108.213,71,103.438,249,100.773,136,7.43957,96
"2020","Georgia Southern",72.7355,34,71.7531,41,101.346,162,102.168,184,97.9965,115,98.7811,102,3.38734,134
"2020","Georgia St.",73.7075,21,73.0323,19,104.074,107,105.648,115,99.8774,162,101.363,156,4.28553,126
"2020","Georgia Tech",70.5095,96,69.9686,88,95.9885,282,103.054,171,94.2291,36,91.7939,16,11.2598,64
"2020","Gonzaga",72.5831,36,71.9388,35,120.119,1,121.329,1,93.3482,23,94.3833,43,26.9455,2
"2020","Grambling St.",70.4647,98,68.7331,151,94.6576,311,93.0978,328,98.553,129,105.09,235,-11.9921,309
"2020","Grand Canyon",67.5301,254,68.0003,198,103.285,124,103.38,164,106.829,308,112.06,327,-8.68052,265
"2020","Green Bay",74.2469,14,74.0135,7,105.384,79,105.827,109,107.917,317,110.467,319,-4.64003,223
"2020","Hampton",70.6956,86,70.8569,56,105.641,75,104.779,135,114.33,348,116.729,345,-11.9504,308
"2020","Hartford",68.4987,211,68.2431,184,95.6618,288,94.411,312,97.0067,95,101.129,144,-6.718,243
"2020","Harvard",68.8423,186,68.7502,148,103.816,111,104.724,137,96.9585,93,99.0385,105,5.68583,110
"2020","Hawaii",69.0736,172,68.4453,170,99.3588,205,97.6128,261,98.2996,123,100.953,140,-3.3404,208
"2020","High Point",67.0485,275,66.3547,271,95.5002,293,94.5071,310,111.4,339,113.578,338,-19.0706,341
"2020","Hofstra",68.3902,221,67.9483,202,110.186,15,108.669,62,100.036,165,102.611,187,6.05785,108
"2020","Holy Cross",68.7062,195,68.297,177,95.1854,300,95.9423,291,114.975,350,117.282,348,-21.3398,344
"2020","Houston",66.7665,282,65.7332,300,107.654,48,112.73,22,92.6696,16,92.3404,21,20.3901,14
"2020","Houston Baptist",77.8979,2,76.0951,2,102.452,140,102.934,175,119.984,352,122.319,352,-19.3847,342
"2020","Howard",71.889,46,70.2329,75,94.5264,313,93.5915,326,113.852,346,119.738,350,-26.1469,350
"2020","Idaho",69.041,175,68.9051,140,91.4233,337,92.7689,332,106.126,297,107.06,277,-14.2909,323
"2020","Idaho St.",67.6116,250,67.3807,230,99.507,202,100.779,206,109.932,331,111.145,321,-10.3661,291
"2020","Illinois",67.0027,278,66.0472,288,105.054,84,110.895,38,97.245,98,93.6652,35,17.2297,30
"2020","Illinois Chicago",70.6182,90,69.5031,105,96.9902,258,96.3968,280,96.7691,87,99.5393,115,-3.14247,204
"2020","Illinois St.",68.2105,229,68.4911,169,96.214,277,98.3913,248,103.063,240,102.945,190,-4.55355,220
"2020","Incarnate Word",68.5815,206,66.094,283,91.992,334,90.2978,341,109.024,327,112.759,333,-22.461,345
"2020","Indiana",68.6515,200,67.867,206,103.219,126,108.476,65,97.3039,99,92.7455,26,15.7303,34
"2020","Indiana St.",66.2334,305,66.4133,270,103.28,125,105.755,113,100.89,186,101.16,145,4.59457,122
"2020","Iona",68.5993,203,68.6742,156,100.958,171,101.581,194,101.456,196,106.143,260,-4.56211,221
"2020","Iowa",70.5524,93,70.2155,77,110.275,14,117.283,5,102.356,225,98.6328,97,18.6502,23
"2020","Iowa St.",70.4179,102,69.8953,90,101.39,160,109.579,48,103.504,250,101.233,147,8.34607,89
"2020","IUPUI",71.1621,70,70.7957,58,97.6547,239,99.386,231,113.975,347,115.568,344,-16.1825,328
"2020","Jackson St.",70.3733,107,68.6709,157,93.4206,322,92.7666,333,96.569,81,102.312,176,-9.54576,281
"2020","Jacksonville",66.6667,285,66.6364,262,96.4085,274,95.9757,290,97.8552,112,102.498,183,-6.52226,240
"2020","Jacksonville St.",69.1106,171,68.1314,189,98.4707,224,95.8134,293,101.153,191,105.485,245,-9.67184,285
"2020","James Madison",71.6405,57,72.1227,32,99.1369,210,99.4754,230,108.525,324,111.587,323,-12.1115,311
"2020","Kansas",67.638,248,67.3427,233,108.609,28,115.772,8,89.3379,3,85.5375,2,30.234,1
"2020","Kansas St.",67.2721,267,67.1921,239,94.9899,304,102.482,177,96.3409,76,94.2295,40,8.25244,90
"2020","Kennesaw St.",68.1375,230,68.2316,186,81.1893,352,83.5172,351,110.831,337,112.228,329,-28.7106,352
"2020","Kent St.",69.6192,140,68.8759,143,106.019,70,106.119,105,99.9579,163,102.056,167,4.06299,128
"2020","Kentucky",68.4704,212,67.6714,215,108.022,37,112.665,24,96.1866,70,95.0609,52,17.6045,29
"2020","La Salle",69.7378,129,69.1126,131,96.5208,271,99.6153,226,99.1491,142,100.422,129,-0.806442,181
"2020","Lafayette",67.5196,255,66.9047,251,102.709,135,100.587,211,102.741,233,105.496,246,-4.90926,228
"2020","Lamar",71.2066,67,69.6066,99,98.3085,228,96.3053,283,99.3263,151,102.461,180,-6.15566,236
"2020","Lehigh",68.6642,199,68.3514,174,96.9963,257,97.0344,269,107.398,314,108.75,305,-11.7153,304
"2020","Liberty",61.2512,352,61.4619,352,109.932,16,106.095,107,89.7766,6,96.4193,69,9.67582,79
"2020","Lipscomb",68.1197,232,68.7056,153,100.232,189,101.152,201,104.118,266,108.015,292,-6.8623,247
"2020","Little Rock",70.1787,117,69.2629,125,104.244,106,106.44,99,99.8254,160,102.505,184,3.9348,129
"2020","LIU",73.2994,26,72.8391,23,99.9861,195,97.3937,265,103.113,241,106.099,259,-8.70501,267
"2020","Long Beach St.",71.2871,64,70.8732,55,92.1814,333,94.1814,320,105.581,288,105.259,238,-11.0778,297
"2020","Longwood",68.4548,213,67.8287,207,95.4529,295,91.2504,339,99.9977,164,105.075,234,-13.8247,319
"2020","Louisiana",72.4299,39,71.8478,37,99.5261,199,101.321,196,105.198,282,106.212,262,-4.89139,226
"2020","Louisiana Monroe",66.0692,313,64.9257,322,93.7456,318,96.0639,287,103.212,245,103.741,201,-7.67719,252
"2020","Louisiana Tech",67.6639,246,66.53,266,107.684,47,108.686,60,94.7239,44,98.2116,90,10.4748,71
"2020","Louisville",67.1641,269,67.1418,242,109.678,20,114.45,12,94.008,32,93.0868,30,21.3628,9
"2020","Loyola Chicago",65.5129,328,65.2727,311,102.624,136,103.666,159,94.7853,45,96.8001,72,6.86577,101
"2020","Loyola Marymount",64.3255,343,62.9919,349,97.4328,247,100.597,209,105.191,281,104.019,211,-3.42241,209
"2020","Loyola MD",71.1839,68,70.9542,52,102.237,145,100.386,213,105.442,285,109.135,309,-8.74932,268
"2020","LSU",70.7984,80,70.0128,84,112.815,4,118.07,4,102.588,231,102.447,179,15.6232,37
"2020","Maine",65.9557,317,65.8917,294,90.2853,343,92.8683,330,103.148,242,106.774,273,-13.9056,320
"2020","Manhattan",66.2317,306,65.8397,296,93.0747,326,92.8297,331,96.4224,78,101.586,160,-8.75606,269
"2020","Marist",65.5246,327,65.1666,316,90.5563,341,90.2147,343,98.2106,119,103.8,203,-13.5856,317
"2020","Marquette",71.3713,63,70.7049,60,107.159,51,114.049,14,99.0096,137,96.8613,73,17.1874,31
"2020","Marshall",75.2054,7,74.8568,3,100.057,193,101.172,199,97.7579,107,99.0604,106,2.11202,143
"2020","Maryland",67.6238,249,67.0396,245,106.281,64,113.542,18,95.7063,58,92.4261,22,21.1155,11
"2020","Maryland Eastern Shore",69.2857,158,67.5396,221,81.1988,351,81.6619,352,103.797,257,107.8,288,-26.1377,349
"2020","Massachusetts",69.1602,169,68.6074,161,98.174,229,102.944,174,102.023,218,102.509,185,0.434474,165
"2020","McNeese St.",71.1729,69,68.9523,137,104.911,90,102.982,172,108.295,320,112.303,330,-9.3212,276
"2020","Memphis",73.0966,29,72.591,28,97.3589,250,100.588,210,88.4794,2,89.055,5,11.5327,59
"2020","Mercer",69.8375,125,68.0934,192,100.314,187,100.117,216,101.032,188,102.725,188,-2.60856,198
"2020","Merrimack",63.9956,348,63.181,348,94.8507,307,93.8723,325,95.0436,50,98.766,101,-4.89369,227
"2020","Miami FL",68.7418,193,68.2715,180,101.004,170,107.65,79,104.037,264,101.262,149,6.38791,104
"2020","Miami OH",68.7908,190,67.0904,243,100.295,188,101.991,188,105.583,289,106.978,276,-4.98642,229
"2020","Michigan",69.3661,152,68.7394,150,106.841,57,113.156,20,97.5819,103,93.0352,28,20.1209,16
"2020","Michigan St.",69.3089,157,69.1211,130,109.251,22,115.245,10,93.7522,27,91.215,13,24.0297,7
